FileName;timestamp;peds_speed;weaving;swerving;sideslip;weather;timeofday;roadtype;Congestion;Jerkiness;Fron_vehicle;RelSpeed;RelDist;BrakeLight;Turns;Stops_Y;Stops_Z;Ground_Truth_Rating;City;person;car;stopsign;buses;trafficlight;trafficlight_color;truck;motorcycle;bicycle
0000f77c-62c2a288;5s;0;0;0;0;0;dawn/dusk;2;0;-8;0;0;0;0;2.65;0.1722;17.4;4;NewYork;2;5;1;0;0;0;0;0;0
0000f77c-62c2a288;10s;0;0;0;0;0;dawn/dusk;2;0;-7.7;0;0;0;0;2.43;0.1294;48.8;4;NewYork;0;5;5;0;0;0;0;0;0
0000f77c-62c2a288;15s;0;0;0;0;0;dawn/dusk;2;0;-6.619047619;0;0;0;0;4.25;0.0604;6.2;4;NewYork;4;0;0;0;0;0;0;0;0
0000f77c-62c2a288;20s;0;0;0;0;0;dawn/dusk;2;0;-12.4;0;0;0;0;5.04;0.0288;40.8;4;NewYork;0;1;2;0;1;0;0;0;0
0000f77c-62c2a288;25s;0;0;0;0;0;dawn/dusk;2;0;-4.7;0;0;0;0;1.3;0.0666;33.6;4;NewYork;0;14;1;0;0;0;0;0;0
0000f77c-62c2a288;30s;0;0;0;0;0;dawn/dusk;2;0;-6.85;0;0;0;0;0.5;0.0656;7;5;NewYork;0;16;3;0;0;0;0;0;0
0000f77c-62c2a288;35s;0;0;0;0;0;dawn/dusk;2;1;-9.9;0;0;0;0;3.72;0.1628;18.8;5;NewYork;0;32;1;0;1;0;1;0;0
0000f77c-cb820c98.mov;5s;0;0;0;0;0;dawn/dusk;0;1;-5.2;1;4.18;2.03;0;0.77;0.1032;0.2;4;NewYork;0;37;0;0;12;0;0;0;0
0000f77c-cb820c98.mov;10s;0;0;0;0;0;dawn/dusk;0;1;-8.65;0;0;0;0;0.7;0.132;6;4;NewYork;0;55;0;0;1;0;0;0;0
0000f77c-cb820c98.mov;15s;0;0;0;0;0;dawn/dusk;0;1;-10.1;0;0;0;0;0.73;0.1572;39;4;NewYork;0;33;0;0;1;0;1;0;0
0000f77c-cb820c98.mov;20s;0;0;0;0;0;dawn/dusk;0;1;-22.9;1;0;1.19;0;2.64;0.2348;47.4;4;NewYork;0;44;0;0;5;0;2;0;0
0000f77c-cb820c98.mov;25s;0;0;0;0;0;dawn/dusk;0;0;-2.142857143;1;0;1.19;0;13.26;0.0702;49.2;4;NewYork;1;30;0;0;24;0;0;0;0
0000f77c-cb820c98.mov;30s;0;0;0;0;0;dawn/dusk;0;0;-2.952380952;1;0;1.19;0;12.82;0.0678;49.4;4;NewYork;2;25;0;0;25;0;0;0;0
0000f77c-cb820c98.mov;35s;0;0;0;0;0;dawn/dusk;0;0;-1.9;1;0;1.19;0;0;0.0686;35.6;4;NewYork;0;25;0;0;25;0;0;0;0
00067cfb-5adfaaa7;5s;0;0;0;0;0;night;2;0;-39.6;0;0;0;0;2.63;0.1382;11.8;4;NewYork;0;23;0;0;0;0;2;0;0
00067cfb-5adfaaa7;10s;0;0;0;0;0;night;2;1;-15.34;1;1.2;2.2;0;3.71;0.113;41.2;3;NewYork;0;33;0;0;0;0;2;0;0
00067cfb-5adfaaa7;15s;0;0;0;0;0;night;2;0;-7.85;1;1.1;2;0;4.1;0.0898;9.2;4;NewYork;0;29;0;0;0;0;2;0;0
00067cfb-5adfaaa7;20s;0;0;0;0;0;night;2;0;-15.44;1;6.4;0.5;1;5.35;0.1298;14.2;3;NewYork;0;17;0;1;0;0;5;0;0
00067cfb-5adfaaa7;25s;0;0;0;0;0;night;2;0;-4.14;1;-4.3;2.5;1;17.26;0.0402;18.2;4;NewYork;0;18;0;0;0;0;5;0;0
00067cfb-5adfaaa7;30s;0;0;0;0;0;night;2;0;-3.39;1;-1.2;4.6;0;4.13;0.0336;0;4;NewYork;0;20;0;0;0;0;8;0;0
00067cfb-5adfaaa7;35s;0;0;0;0;0;night;2;0;-4.69;1;-4.8;8.9;0;3.24;0.057;18.4;4;NewYork;0;28;0;0;1;0;3;0;0
00067cfb-caba8a02.mov;5s;0;0;0;1;0;daytime;2;0;-7.095238095;0;0;0;0;2.92;0.135;39.2;4;NewYork;0;8;0;2;0;2;1;0;0
00067cfb-caba8a02.mov;10s;0;0;0;1;0;daytime;2;0;-8.25;1;-2.1;3.3;0;3.67;0.117;41.2;4;NewYork;3;24;0;0;2;2;0;0;0
00067cfb-caba8a02.mov;15s;0;1;0;0;0;daytime;2;0;-4.7;1;2.6;1.3;1;4.51;0.1062;46.6;4;NewYork;1;17;0;0;14;2;3;0;0
00067cfb-caba8a02.mov;20s;0;1;0;0;0;daytime;2;0;-9.4;0;0;0;0;31.42;0.285;39.2;3;NewYork;0;20;1;0;27;2;2;0;0
00067cfb-caba8a02.mov;25s;0;0;0;0;0;daytime;2;0;-5.5;0;0;0;0;23.85;0.0632;43;3;NewYork;0;20;0;0;1;2;3;0;0
00067cfb-caba8a02.mov;30s;0;0;0;0;0;daytime;2;0;-6.5;0;0;0;0;4.46;0.1642;3;4;NewYork;0;29;0;0;2;2;3;0;0
00067cfb-caba8a02.mov;35s;0;0;0;0;0;daytime;2;0;-7.7;0;0;0;0;4.11;0.087;15.4;4;NewYork;0;23;0;0;0;2;6;0;0
00067cfb-e535423e;5s;0;0;0;0;0;dawn/dusk;1;0;-7.6;0;0;0;0;0;0.1332;26.8;4;NewYork;17;29;0;1;19;0;5;1;0
00067cfb-e535423e;10s;0;0;0;0;0;dawn/dusk;1;1;-2.6;0;0;0;0;0;0.0736;48.8;4;NewYork;43;31;0;0;19;0;6;0;0
00067cfb-e535423e;15s;1;0;1;0;0;dawn/dusk;1;0;-4.65;0;0;0;0;15.64;0.1322;0.2;4;NewYork;35;28;0;3;4;0;5;0;0
00067cfb-e535423e;20s;0;0;1;0;0;dawn/dusk;1;0;-21.1;1;8.23;1.2;0;0.04;0.2252;21.4;3;NewYork;13;28;0;3;10;0;1;0;4
00067cfb-e535423e;25s;0;0;0;0;0;dawn/dusk;1;1;-2.2;0;0;0;0;0;-0.0164;48.2;5;NewYork;56;32;0;4;23;0;2;0;1
00067cfb-e535423e;30s;2;0;0;0;0;dawn/dusk;1;0;-0.4;0;0;0;0;0;-0.0214;50;4;NewYork;56;24;0;1;20;0;3;0;0
00067cfb-e535423e;35s;2;0;0;0;0;dawn/dusk;1;0;-0.4;0;0;0;0;0;-0.0222;49.8;4;NewYork;69;15;0;2;22;0;6;0;0
0001542f-5ce3cf52.mov;5s;0;0;0;0;0;night;1;0;-24.75;0;0;0;1;0.55;0.148;22.8;5;NewYork;0;12;0;0;0;0;0;0;0
0001542f-5ce3cf52.mov;10s;0;0;0;0;0;night;1;0;-33.9;0;0;0;0;1.28;0.1178;43.2;5;NewYork;0;22;0;0;1;0;0;0;0
0001542f-5ce3cf52.mov;15s;0;0;0;0;0;night;1;0;-26.6;0;0;0;0;0.34;0.1364;40.8;5;NewYork;0;15;0;0;3;0;0;0;0
0001542f-5ce3cf52.mov;20s;0;0;0;0;0;night;1;0;-49.85;1;1.23;2;1;0.55;0.1468;46;4;NewYork;0;20;0;1;12;0;0;0;0
0001542f-5ce3cf52.mov;25s;0;0;0;0;0;night;1;1;-91.65;0;0;0;0;5.88;0.155;46.8;5;NewYork;0;35;0;0;15;0;0;0;0
0001542f-5ce3cf52.mov;30s;0;0;0;0;0;night;1;1;-0.8;0;0;0;0;0;-0.0056;50.2;5;NewYork;0;37;0;0;19;0;0;0;0
0001542f-5ce3cf52.mov;35s;0;0;0;0;0;night;1;1;-0.55;0;0;0;0;0;-0.0066;50.2;5;NewYork;0;35;0;0;17;0;0;0;0
0001542f-7c670be8.mov;5s;0;0;0;0;0;night;2;0;-2.89;1;0;0;1;0;-0.0022;8.2;4;NewYork;;;;;;0;;;
0001542f-7c670be8.mov;10s;0;0;0;0;0;night;2;0;-6.55;0;0;0;0;20.35;0.2464;11.2;3;NewYork;;;;;;0;;;
0001542f-7c670be8.mov;15s;0;1;0;0;0;night;2;0;-19.68;0;0;0;0;0;0.0438;0;4;NewYork;;;;;;0;;;
0001542f-7c670be8.mov;20s;0;1;0;0;0;night;2;0;-22.3;0;0;0;0;0;0.1364;22.8;4;NewYork;;;;;;0;;;
0001542f-7c670be8.mov;25s;0;0;0;0;0;night;2;0;-27.25;0;0;0;0;0;0.1376;50;3;NewYork;;;;;;0;;;
0001542f-7c670be8.mov;30s;0;0;0;0;0;night;2;0;-30.55;0;0;0;0;17.8;0.0912;14.6;3;NewYork;;;;;;0;;;
0001542f-7c670be8.mov;35s;0;0;0;0;0;night;2;0;-13.69;0;0;0;0;3.76;0.178;1.6;4;NewYork;;;;;;0;;;
0001542f-ec815219;5s;0;0;0;0;0;night;1;0;-5.35;0;0;0;0;17.61;0.1508;0;4;NewYork;2;11;0;0;1;0;1;0;0
0001542f-ec815219;10s;0;0;0;0;0;night;1;0;-12.84;0;0;0;0;0;0.0712;0.4;5;NewYork;0;20;0;0;1;0;4;0;0
0001542f-ec815219;15s;0;0;0;0;0;night;1;0;-19.45;0;0;0;0;0;0.138;8.2;5;NewYork;0;19;0;0;3;0;0;0;0
0001542f-ec815219;20s;0;0;0;0;0;night;1;0;-31.55;0;0;0;0;0;0.1794;31.6;4;NewYork;1;23;0;2;5;0;0;0;0
0001542f-ec815219;25s;0;0;0;0;0;night;1;0;-13.6;0;0;0;0;0;0.0568;44.2;4;NewYork;2;21;0;1;11;0;2;0;0
0001542f-ec815219;30s;0;0;0;0;0;night;1;0;-0.45;0;0;0;0;0;-0.011;50;5;NewYork;3;18;0;0;17;0;0;0;0
0001542f-ec815219;35s;0;0;0;0;0;night;1;0;-0.4;0;0;0;0;0;-0.012;50.4;5;NewYork;1;24;0;0;15;0;0;0;0
0004974f-05e1c285;5s;0;0;0;0;3;night;2;0;-49.85;0;0;0;0;0.17;0.2504;17;5;NewYork;0;3;0;0;2;0;0;0;0
0004974f-05e1c285;10s;0;1;0;0;3;night;2;0;-30.3;0;0;0;0;0.22;0.229;30;5;NewYork;0;5;0;0;0;0;0;0;0
0004974f-05e1c285;15s;0;1;0;0;3;night;2;0;-24.6;0;0;0;0;1.28;0.256;33.6;5;NewYork;0;5;0;0;0;0;0;0;0
0004974f-05e1c285;20s;0;1;0;0;3;night;2;0;-20.4;0;0;0;0;1.41;0.2814;16;5;NewYork;0;6;0;0;0;0;0;0;0
0004974f-05e1c285;25s;0;1;0;0;3;night;2;0;-24.04;1;0;0;1;0.76;0.2402;34;4;NewYork;0;4;0;0;0;0;0;0;0
0004974f-05e1c285;30s;0;1;0;0;3;night;2;0;-18.15;1;6.49;3.99;0;0.04;0.2664;32.6;4;NewYork;0;3;0;0;0;0;0;0;0
0004974f-05e1c285;35s;0;0;0;0;3;night;2;0;-36.1;1;1.26;1.3;0;0.09;0.3242;32.8;5;NewYork;0;6;0;0;0;0;0;0;0
00091078-59817bb0;5s;0;0;0;0;0;daytime;1;0;-1;1;0;1.21;1;0;-0.0124;42.4;4;NewYork;3;19;0;1;12;0;6;0;0
00091078-59817bb0;10s;0;0;0;0;0;daytime;1;0;-1.3;1;0;1.21;1;0;-0.0096;50;4;NewYork;0;27;0;5;16;0;2;0;0
00091078-59817bb0;15s;0;0;0;0;0;daytime;1;0;-1.55;1;0;1.21;1;0;-0.0108;50;5;NewYork;1;24;0;5;20;0;0;0;0
00091078-59817bb0;20s;0;0;0;0;0;daytime;1;0;-1.35;1;0;1.21;1;0;-0.0116;50;4;NewYork;1;18;0;6;21;0;0;0;0
00091078-59817bb0;25s;0;0;0;0;0;daytime;1;0;-1.5;1;0;1.21;1;0;-0.0124;50.2;4;NewYork;5;17;0;5;24;0;0;0;0
00091078-59817bb0;30s;0;0;0;0;0;daytime;1;0;-2.35;1;0;1.21;0;0;-0.0108;38.2;4;NewYork;14;14;0;6;23;0;1;0;0
00091078-59817bb0;35s;0;0;0;0;0;daytime;1;0;-3.6;1;-2.1;2.2;1;0;0.012;20.6;5;NewYork;9;19;0;5;21;0;7;0;0
00091078-7cff8ea6;5s;0;0;0;0;4;daytime;1;0;-1.55;;0;1.1;1;0;0.0264;2;4;;1;18;0;1;33;0;2;0;0
00091078-7cff8ea6;10s;0;0;0;0;4;daytime;1;1;-1.9;;0;1.1;1;0;0.026;0.6;4;;0;36;0;0;46;0;1;0;0
00091078-7cff8ea6;15s;0;0;0;0;4;daytime;1;1;-1.95;;0;1.1;1;0;0.027;0.4;4;;1;38;0;0;50;0;0;0;0
00091078-7cff8ea6;20s;0;0;0;0;4;daytime;1;1;-1.9;;0;1.1;1;0;0.0256;0.6;4;;0;38;0;0;49;0;0;0;0
00091078-7cff8ea6;25s;0;0;0;0;4;daytime;1;1;-1.85;;0;1.1;1;0;0.0274;1;4;;0;34;0;4;51;0;0;0;0
00091078-7cff8ea6;30s;0;0;0;0;4;daytime;1;1;-2.05;;0;1.1;1;0;0.026;0.6;5;;0;32;0;5;49;0;0;0;0
00091078-7cff8ea6;35s;0;0;0;0;4;daytime;1;1;-2;;-1.3;1.5;1;0;0.0264;1;4;;0;33;0;5;53;0;0;0;0
00091078-84635cf2;5s;0;0;0;0;4;dawn/dusk;1;0;-8;;0;1.1;1;0;-0.044;46.6;4;;43;11;0;0;8;0;4;0;0
00091078-84635cf2;10s;0;0;0;0;4;dawn/dusk;1;0;-49.65;;0;1.1;1;0;-0.043;45.8;4;;49;15;0;4;15;0;5;0;0
00091078-84635cf2;15s;0;0;0;0;4;dawn/dusk;1;0;-1;;0;1.1;1;0;-0.0434;35.8;4;;51;16;0;5;16;0;6;0;0
00091078-84635cf2;20s;0;0;0;0;4;dawn/dusk;1;0;-2.5;;0;1.1;1;0;-0.0352;37.6;3;;49;14;0;5;16;0;5;0;0
00091078-875c1f73;5s;0;0;0;0;4;daytime;1;0;-0.95;;0;1.1;1;0;0.0056;18;4;;19;22;0;0;0;0;0;0;0
00091078-875c1f73;10s;0;0;0;0;4;daytime;1;0;-1;;0;1.1;1;0;0.0058;15.6;4;;20;26;0;0;0;0;0;0;0
00091078-875c1f73;15s;0;0;0;0;4;daytime;1;0;-1.25;;0;1.1;1;0;0.0056;16.2;4;;4;28;0;0;0;0;0;0;0
00091078-875c1f73;25s;0;0;0;0;4;daytime;1;0;-4.75;;-1.34;1.5;0;0;0.0138;3.4;4;;12;29;0;0;0;0;2;0;0
00091078-875c1f73;30s;0;0;0;0;4;daytime;1;1;-6.05;;-1.7;1.8;0;0;0.0354;19.8;5;;11;32;0;1;0;0;4;0;0
00091078-875c1f73;35s;0;0;0;0;4;daytime;1;0;-9.35;;1.2;1.45;0;0.01;0.1118;18.2;5;;6;26;0;1;5;0;3;0;0
00091078-c1d32eea;5s;0;0;0;0;4;dawn/dusk;1;0;-4.4;;0;0;0;0;-0.0034;10.6;4;;0;28;0;8;11;0;0;0;0
00091078-c1d32eea;10s;0;0;0;0;4;dawn/dusk;1;1;-17.45;;0;0;0;0.03;0.188;12.2;4;;23;40;0;5;11;0;0;0;0
00091078-c1d32eea;15s;0;0;1;0;4;dawn/dusk;1;2;-13.95;;0;0;0;0;0.0974;5.4;4;;8;70;0;2;4;0;4;0;0
00091078-c1d32eea;20s;0;0;1;0;4;dawn/dusk;1;2;-25.31578947;;0;0;0;0.06;0.09;33.8;4;;7;66;0;2;4;0;0;0;0
00091078-c1d32eea;25s;0;0;1;0;4;dawn/dusk;1;1;-11.1;;0;0;0;0;0.0328;46.4;5;;11;55;0;2;40;0;0;0;0
00091078-c1d32eea;30s;0;0;0;0;4;dawn/dusk;1;1;-1;;0;0;0;0;-0.0488;50;4;;18;47;0;1;44;0;0;0;3
00091078-c1d32eea;35s;1;0;0;0;4;dawn/dusk;1;1;-1.1;;0;0;0;0;-0.0532;50;4;;16;47;0;5;46;0;0;0;2
00091078-cedbfea7;5s;0;0;0;0;4;daytime;1;0;-21.65;;1.33;1.32;1;0.03;0.202;22.4;4;;33;11;0;4;3;0;0;0;1
00091078-cedbfea7;10s;0;0;0;0;4;daytime;1;0;-6.7;;0;1.1;1;0;0.1252;35;4;;24;13;0;5;11;0;4;0;0
00091078-cedbfea7;15s;0;0;0;0;4;daytime;1;0;-2.3;;0;1.1;1;0;0.0538;29.2;4;;3;17;0;5;12;0;3;0;0
00091078-cedbfea7;20s;0;0;0;0;4;daytime;1;0;-1.95;;0;1.1;1;0;0.0428;9;4;;3;20;0;5;17;0;2;0;0
00091078-cedbfea7;25s;0;0;0;0;4;daytime;1;0;-1.55;;0;1.1;1;0;0.0478;23.4;4;;1;21;0;5;13;0;3;0;0
00091078-cedbfea7;30s;0;0;0;0;4;daytime;1;0;-1.4;;0;1.1;1;0;0.044;9;4;;0;20;0;5;16;0;3;0;0
00091078-cedbfea7;35s;0;0;0;0;4;daytime;1;0;-1.6;;0;1.1;1;0;0.0484;14.4;4;;0;17;0;5;20;0;5;0;0
00091078-f32de4d2;5s;0;0;0;0;4;dawn/dusk;1;1;-10.85;;-2.1;2.3;1;18.62;0.0484;21;4;;12;38;0;0;23;0;0;0;1
00091078-f32de4d2;10s;0;0;0;0;4;dawn/dusk;1;1;-6.65;;-2.3;3;0;10.4;0.2154;26.2;4;;8;43;0;0;16;0;0;0;0
00091078-f32de4d2;15s;0;0;0;0;4;dawn/dusk;1;0;-20.55;;2.4;1.56;1;29.97;0.1064;27;4;;9;24;0;1;2;0;1;0;0
00091078-f32de4d2;20s;0;0;0;0;4;dawn/dusk;1;0;-6.55;;0;1.1;0;5.81;-0.1324;49.8;4;;5;10;0;3;0;0;1;4;0
00091078-f32de4d2;25s;0;0;0;0;4;dawn/dusk;1;0;-11.05;;1.34;1.1;0;0;0.078;28.2;4;;5;12;0;0;0;0;0;0;0
00091078-f32de4d2;30s;0;0;0;0;4;dawn/dusk;1;0;-2.75;;1.2;1.1;1;0;0.0138;36.6;4;;7;20;0;2;5;0;7;0;0
00091078-f32de4d2;35s;0;0;0;0;4;dawn/dusk;1;0;-1.65;;0;1.1;1;0;-0.0158;42.4;5;;4;11;0;3;4;0;8;0;0
000d35d3-41990aa4;5s;0;0;0;0;0;night;1;0;-6.45;;0;0;0;0.43;0.0578;15.8;3;;41;25;0;5;8;0;0;3;3
000d35d3-41990aa4;10s;0;0;0;0;0;night;1;0;-14.1;;0;0;0;0;0.063;29.6;3;;48;18;0;8;11;0;0;0;2
000d35d3-41990aa4;15s;0;0;0;0;0;night;1;0;-8.05;;0;0;0;0.15;0.0672;32.6;3;;50;27;0;2;13;0;4;0;0
000d35d3-41990aa4;20s;0;0;0;0;0;night;1;0;-5.25;;0;0;0;0.01;0.0706;48.6;3;;53;17;0;0;7;0;0;0;2
000d35d3-41990aa4;25s;0;0;0;0;0;night;1;0;-7.7;;0;0;0;0.11;0.047;13.4;3;;60;15;0;3;15;0;0;0;0
000d35d3-41990aa4;30s;1;0;0;0;0;night;1;0;-4.4;;0;0;0;0;0.0202;47;3;;78;18;0;5;31;0;0;2;2
000d35d3-41990aa4;35s;1;0;0;0;0;night;1;0;-1.65;;0;0;0;0;-0.033;48.8;3;;63;20;0;6;35;0;0;0;0
000f157f-30b30f5e;5s;0;0;0;0;0;night;1;0;-3.631578947;;-0.6;2.58;0;0;-0.0148;47.8;3;;1;13;0;4;1;0;4;0;0
000f157f-30b30f5e;10s;0;0;0;0;0;night;1;0;-6.15;;-1.2;3;0;0;0.0012;19.2;3;;0;19;0;0;4;0;5;0;0
000f157f-30b30f5e;15s;0;0;0;0;0;night;1;0;-7.15;;-1.3;2.89;0;0.03;0.0538;26.4;4;;0;16;0;0;6;0;5;0;0
000f157f-30b30f5e;20s;0;0;0;0;0;night;1;0;-13.5;;-3.8;5.3;0;0;0.0944;25.8;4;;2;23;0;2;10;0;8;0;0
000f157f-30b30f5e;25s;0;0;0;0;0;night;1;1;-8.7;;0;0;0;0;-0.0002;48.2;4;;18;35;0;3;16;0;2;0;0
000f157f-30b30f5e;30s;0;0;0;0;0;night;1;1;-3.9;;0;0;0;0;-0.0076;50;5;;32;53;0;0;23;0;0;0;0
000f157f-30b30f5e;35s;1;0;0;0;0;night;1;1;-5.15;;0;0;0;0;0.0006;38.2;4;;18;40;0;0;16;0;0;0;0
000f157f-37797ff9;5s;0;0;0;0;0;night;2;0;-38.25;;0;0;0;0.03;0.206;33;4;;2;20;0;0;22;1;0;0;0
000f157f-37797ff9;10s;0;0;0;0;0;night;2;0;-35.95;;0;0;0;0.14;0.195;33.4;4;;2;25;0;0;17;1;0;0;0
000f157f-37797ff9;15s;0;0;0;0;0;night;2;1;-30.65;;0;0;0;4.82;0.1466;38.6;4;;1;44;0;0;8;1;0;0;0
000f157f-37797ff9;20s;0;0;0;0;0;night;2;1;-29.8;;0;0;0;0.47;0.2262;34;5;;1;33;0;0;12;1;0;0;0
000f157f-37797ff9;25s;1;0;0;0;0;night;2;0;-12.65;;0;0;0;1.6;0.0074;49.8;5;;2;7;0;0;17;1;0;0;0
000f157f-37797ff9;30s;1;0;0;0;0;night;2;0;-2.95;;0;0;0;0;-0.0064;50;5;;8;8;0;0;19;1;0;0;0
000f157f-37797ff9;35s;1;0;0;0;0;night;2;0;-2.95;;0;0;0;0;-0.0052;50.2;5;;7;11;0;0;20;1;0;0;0
000f157f-dab3a407;5s;0;0;0;0;0;daytime;1;0;-3.9;;0;0;0;25.62;0.0596;40.6;4;;38;26;0;2;29;0;6;0;2
000f157f-dab3a407;10s;0;0;0;0;0;daytime;1;1;-7.45;;0;0;0;3.77;0.1022;15.6;4;;43;40;0;0;20;0;8;0;5
000f157f-dab3a407;15s;0;0;0;0;0;daytime;1;1;-10.65;;-2.1;2.98;0;0.91;0.1178;19.4;4;;31;47;0;5;3;0;8;0;0
000f157f-dab3a407;20s;0;0;0;0;0;daytime;1;1;-13.85;;3.2;3.1;0;10.05;0.1452;35.2;4;;42;32;0;9;6;0;7;0;0
000f157f-dab3a407;25s;0;0;0;0;0;daytime;1;1;-14.6;;1.2;3;0;16.79;0.15;36.4;4;;53;37;0;4;26;0;5;0;0
000f157f-dab3a407;30s;0;0;0;0;0;daytime;1;0;-13.5;;-2.1;3.9;0;11.03;0.1914;34.6;4;;36;28;0;5;2;0;1;0;0
000f157f-dab3a407;35s;0;0;0;0;0;daytime;1;0;-10.15;;1.33;2.87;0;1.87;0.1134;29.2;4;;40;29;0;5;4;0;1;0;0
000f8d37-d4c09a0f;5s;0;0;0;0;0;daytime;1;0;-0.9;;0;1.5;1;16.58;0.0548;45.6;4;;65;29;0;4;24;1;1;0;0
000f8d37-d4c09a0f;10s;0;0;0;0;0;daytime;1;1;-0.9;;0;1.5;1;8.64;0.0524;50;4;;60;51;0;5;39;1;2;2;3
000f8d37-d4c09a0f;15s;1;0;0;0;0;daytime;1;1;-1;;-2.3;2.9;1;12.84;0.0576;28.4;4;;55;51;0;4;35;1;3;1;2
000f8d37-d4c09a0f;20s;0;0;0;0;0;daytime;1;2;-7.8;;-1.4;2.4;0;1.59;0.087;7.6;5;;57;64;0;2;25;1;3;2;6
000f8d37-d4c09a0f;25s;0;0;0;0;0;daytime;1;1;-6.3;;2.1;1.9;1;6.83;0.18;41;4;;18;57;0;3;10;1;5;2;6
000f8d37-d4c09a0f;30s;0;0;1;0;0;daytime;1;0;-2.6;;-4.5;4.9;0;42.42;0.146;17.4;4;;59;24;0;8;35;1;9;2;2
000f8d37-d4c09a0f;35s;0;0;1;0;0;daytime;1;1;-4.8;;2.9;2.8;1;0;0.1636;38.8;4;;37;43;0;6;14;1;4;0;1
0010bf16-9ee17cd9;5s;0;0;0;0;3;daytime;1;0;-2.2;;0;0;0;4.46;0.0574;22;4;;0;16;0;4;0;0;7;0;0
0010bf16-9ee17cd9;10s;0;0;0;0;3;daytime;1;0;-5.6;;0;0;0;4.1;0.0916;4.2;4;;2;28;0;1;2;0;11;0;0
0010bf16-9ee17cd9;15s;0;0;0;0;3;daytime;1;0;-31.95;;0;0;0;5.09;0.1774;21;4;;8;19;0;0;4;0;11;0;0
0010bf16-9ee17cd9;20s;0;0;0;0;3;daytime;1;0;-29.95;;0;0;1;5.17;0.2658;44.4;4;;21;28;0;0;24;0;4;0;0
0010bf16-9ee17cd9;25s;0;0;0;0;3;daytime;1;1;-4.7;;0;0;1;25.25;0.1034;50;4;;13;43;0;0;15;0;0;0;0
0010bf16-9ee17cd9;30s;0;0;0;0;3;daytime;1;1;-1.05;;0;0;0;37.92;0.0376;50;4;;5;56;0;0;10;0;0;0;0
0010bf16-9ee17cd9;35s;0;0;0;0;3;daytime;1;1;-0.7;;0;0;0;0;0.0364;50;4;;7;56;0;0;11;0;0;0;0
0010bf16-a457685b;5s;0;0;0;0;0;daytime;1;0;-0.65;;0;0.7;1;40.48;0.0606;41.4;4;;3;13;0;4;18;0;0;0;0
0010bf16-a457685b;10s;0;0;0;0;0;daytime;1;0;-0.8;;0;0.7;1;4.58;0.062;50;4;;0;16;0;5;19;0;2;0;0
0010bf16-a457685b;15s;0;0;0;0;0;daytime;1;0;-0.9;;0;0.7;1;0.25;0.0624;49.8;4;;0;17;0;7;21;0;2;0;0
0010bf16-a457685b;20s;0;0;0;0;0;daytime;1;0;-1.35;;0;0.7;1;2.75;0.0608;50;4;;0;12;0;5;20;0;0;0;0
0010bf16-a457685b;25s;0;0;0;0;0;daytime;1;0;-1;;0;0.7;1;3.23;0.0628;50;4;;1;13;0;5;19;0;0;0;0
0010bf16-a457685b;30s;0;0;0;0;0;daytime;1;0;-0.95;;0;0.7;1;0;0.0616;50;4;;0;10;0;5;20;0;0;0;0
0010bf16-a457685b;35s;0;0;0;0;0;daytime;1;0;-0.95;;-3.9;2.1;1;0;0.0606;50;4;;1;12;0;5;22;0;0;0;0
00131ea7-624f538d;5s;0;0;0;0;2;daytime;2;1;-79.05;;0;0;0;1.34;0.2736;36.6;4;;6;39;0;2;19;0;5;0;0
00131ea7-624f538d;10s;0;0;1;0;2;daytime;2;2;-48.8;;0;0;0;7.57;0.2496;46;4;;16;68;0;2;14;0;3;0;2
00131ea7-624f538d;15s;0;0;1;0;2;daytime;2;1;-45.65;;0;0;0;1.6;0.374;35.2;4;;21;38;0;0;26;0;4;0;1
